source,dest,dist
3583,2635,4.422641957068419
3583,2636,4.294330712348764
3583,2637,3.952996143814415
3583,2638,4.245116547256253
3583,2639,3.660122261622994
3583,2640,3.8261842633916574
3583,2641,3.4289401902416157
3583,2642,3.2942498325076213
3583,2643,3.344651557789676
3583,2644,2.4186385895511355
3583,2645,1.8123829091117674
3583,2646,3.6422569347114777
3583,2647,2.649152867461797
3583,2648,2.7052579657072076
3583,2649,2.544951634718825
3583,2650,3.022625514010153
3583,2651,1.0789693909518292
3583,2652,2.8235212218045582
3583,2653,1.4494906842588882
3583,2654,1.8053559789694265
3583,2655,1.1269061129620734
3583,2656,0.5387290638266217
3583,2657,1.4875925462713822
3583,2658,1.330388666874866
3583,2659,1.8102159878531878
3583,2660,4.572580901629747
3583,2661,3.783174879868703
3583,2662,3.5167783270980535
3583,2663,4.575748147249592
3583,2664,2.346279538741149
3583,2665,3.9876919345105972
3583,2666,2.7934636776973236
3583,2667,3.8218744043528265
3583,2668,4.049897560225896
3583,2669,1.7704930503610885
3583,2670,2.700102990349855
3583,2671,2.61731214938693
3583,2672,2.045788007396565
3583,2673,3.6606996647587713
3583,2674,3.421162473586659
3583,2675,2.3177240982003005
3583,2676,2.703524481812694
3583,2677,3.4289401902416157
3583,2678,3.578524619520621
3583,2679,3.145309672859626
3583,2680,2.424294025373077
3583,2681,3.033517583340946
3583,2682,1.4500336333390411
3583,2683,2.649152867461797
3583,2684,2.7052579657072076
3583,2685,2.544951634718825
3583,2686,1.4494906842588882
3583,2687,1.8189354820378083
3583,2688,0.21755682056524123
3583,2689,2.147975262986256
3583,2690,1.0914123170382026
3583,2691,3.814377373984712
3583,2692,4.132171193210651
3583,2693,5.013717238891535
3583,2694,3.5194938351999348
3583,2695,4.257017605127626
3583,2696,4.3174145998258995
3583,2697,1.626844645542773
3583,2698,4.439236027695532
3583,2699,2.581779449109017
3583,2700,3.3853330192715094
3583,2701,4.671771551732068
3583,2702,3.5937924769898597
3583,2703,3.7950401186816363
3583,2704,4.049911561841557
3583,2705,3.8218744043528265
3583,2706,2.4058164173809176
3583,2707,3.178660555998816
3583,2708,3.6606996647587713
3583,2709,5.094257096020971
3583,2710,1.029840508508764
3583,2711,4.160054206212612
3583,2712,3.8844204950773347
3583,2713,3.8532860268616136
3583,2714,3.2208084563149355
3583,2715,1.3956195402181248
3583,2716,1.5279228922354486
3583,2717,3.342154822962294
3583,2718,2.9448969177606314
3583,2719,2.9185746864957096
3583,2720,2.8932893079937876
3583,2721,2.680564712575775
3583,2722,2.5689266496103604
3583,2723,2.0167705432750154
3583,2724,2.061288027987175
3583,2725,1.7704930503610885
3583,2726,1.4368766457764508
3583,2727,4.570619493952086
3583,2728,3.254825760679397
3583,2729,2.4041053186460988
3583,2730,2.4525199331610033
3583,2731,1.8256012679591593
3583,2732,0.21755682056524123
3583,2733,0.7475984560418055
3583,2734,1.3190499197700634
3583,2735,1.3019867592223866
3583,2736,1.3311494124960404
3583,2737,1.5554588040461332
3583,2738,2.161396824888247
3583,2739,1.3906854348577737
3583,2740,0.4861210918087958
3583,2741,4.866647540900583
3583,2742,2.837403668274079
3583,2743,5.071987301146448
3583,2744,1.9267750351889785
3583,2745,0.6481716956173603
3583,2746,0.6257974070790531
3583,2747,3.4777150670068293
3583,2748,3.860692208126059
3583,2749,3.874557033877892
3583,2750,2.703333794976283
3583,2751,2.6880574554245538
3583,2752,0.49045056260060843
3583,2753,3.9580945405391397
3583,2754,3.6793302675155246
3583,2755,3.7660520812808986
3583,2756,1.5718617320344446
3583,2757,3.21403535550324
3583,2758,4.679156599753974
3583,2759,4.781041834852671
3583,2760,3.473066751530173
3583,2761,1.7108485123743464
3583,2762,3.673274100471157
3583,2763,1.6778371023213174
3583,2764,3.872110146070036
3583,2765,1.0838286678814093
3583,2766,3.4833953421110055
3583,2768,2.38404220463167
3583,2769,1.9893906095326912
3583,2770,3.898277872078731
3583,2771,3.12212309031638
3583,2772,3.1310818446980964
3583,2773,4.130522934848176
3583,2774,4.150400475885121
3583,2775,1.2998484470325
3583,2776,1.5389300500494063
3583,2777,2.7685021172361006
3583,2778,1.328126781929414
3583,2779,1.9874962492785437
3583,2780,2.513422723721974
3583,2781,1.072236731640495
3583,2782,3.017506627571809
3583,2783,1.0772415864391445
3583,2784,3.9406751439206964
3583,2785,1.3219657454193756
3583,2786,3.7002942250411204
3583,2787,2.408626470409838
3583,2788,2.0771657591347705
3583,2789,3.658643465534938
3583,2790,4.059690453134685
3583,2791,2.9474777313606397
3583,2792,5.094468362973157
3583,2793,3.2121423103146145
3583,2794,4.679533102811911
3583,2795,2.680249926659815
3583,2796,3.9960878200413337
3583,2797,1.0001100768046656
3583,2798,4.479204533005327
3583,2799,3.9064190327065966
3583,2800,3.924395912876368
3583,2801,3.7106140956173226
3583,2802,3.216307249964761
3583,2803,3.341351839468181
3583,2804,2.3333576658580335
3583,2805,2.530309550583204
3583,2806,1.9358508298934984
3583,2807,4.717079508306531
3583,2808,4.258991502880852
3583,2809,3.717183785228677
3583,2810,2.0302456411015877
3583,2811,1.3160756771655016
3583,2812,0.522965116152528
3583,2813,1.657659880895735
3583,2814,1.1638366623654854
3583,2815,3.4592224690769293
3583,2816,1.9119764694776378
3583,2817,2.800806199770515
3583,2818,3.0734146286937856
3583,2819,4.553548695484402
3583,2820,4.087911448323384
3583,2821,3.7616826993720553
3583,2822,3.196146460093851
3583,2823,3.6315574209827983
3583,2824,2.399758354963008
3583,2825,3.4502806027541455
3583,2826,3.640939803606657
3583,2827,3.4556541667074794
3583,2828,2.374548301893093
3583,2829,1.762090774326898
3583,2830,1.694059751118897
3583,2831,2.296762879692836
3583,2832,1.9043090833051657
3583,2833,1.9828379783449712
3583,2834,1.5175468211848357
3583,2835,4.490543012609289
3583,2836,3.432565455403749
3583,2837,3.324162164923584
3583,2838,2.739871243485657
3583,2839,2.5926805582880714
3583,2840,2.1396155407435575
3583,2841,1.6437133616886301
3583,2842,1.8376124474963176
3583,2843,2.3314959694386483
3583,2844,2.005826825059669
3583,2845,1.0161970515083811
3583,2846,1.806490494004481
3583,2847,1.032186846174145
3583,2848,1.029840508508764
3583,2849,0.7981378196658133
3583,2850,0.6492452903215289
3583,2851,1.2775986298202209
3583,2852,1.3956195402181248
3583,2853,3.5357853614620227
3583,2854,3.601437279705095
3583,2855,4.9861282941934055
3583,2856,2.587065505833332
3583,2857,3.192074836676943
3583,2858,2.988132333520418
3583,2859,3.1109389477947373
3583,2860,1.7350566149843658
3583,2861,4.18309362688656
3583,2862,2.6636987171051354
3583,2863,2.631040031794148
3583,2864,4.5250217768074625
3583,2865,1.34630481013045
3583,2866,1.246337405892009
3583,2867,4.777107949982804
3583,2868,1.2691879403606878
3583,2869,2.337915761126203
3583,2870,3.1523401534602713
3583,2871,2.710752473210143
3583,2872,0.644740699258958
3583,2873,2.635829528047187
3583,2874,2.6603052567087593
3583,2875,3.5231218452156403
3583,2876,1.208473696041073
3583,2877,1.44421487885796
3583,2878,3.9759714657841023
3583,2879,3.9759714657841023
3583,2880,4.196975725323757
3583,2881,4.196975725323757
3583,2882,5.0697678090263665
3583,2883,5.0697678090263665
3583,2884,2.7015970387249295
3583,2885,2.669345210576251
3583,2886,2.6841010131223797
3583,2887,2.683296467682408
3583,2888,2.659679343567851
3583,2889,2.6785682785085143
3583,2890,2.6954409947438824
3583,2891,4.222187196753045
3583,2892,4.211439122224575
3583,2893,2.441158291438568
3583,2894,2.441158291438568
3583,2895,2.9401101111640293
3583,2896,2.91558551213739
3583,2897,2.924735827075205
3583,2898,2.8980844094040425
3583,2899,4.671235023200923
3583,2900,4.729865531929612
3583,2901,4.699018614323273
3583,2902,4.668278710832858
3583,2903,4.711279480638431
3583,2904,4.703442565798852
3583,2905,4.719237736027906
3583,2906,4.719237736027906
3583,2907,4.719237736027906
3583,2908,4.3182481900136835
3583,2909,4.3182481900136835
3583,2910,4.3182481900136835
3583,2911,3.4914002331713374
3583,2912,3.4996821299128698
3583,2913,1.9839223470167995
3583,2914,1.9839223470167995
3583,2915,2.01930547742679
3583,2916,3.033517583340946
3583,2917,3.6727198485693617
3583,2918,3.137716364431702
3583,2919,2.5074880642993524
3583,2920,4.573436011997434
3583,2921,2.8840355381966924
3583,2922,3.817079326924418
3583,2923,3.206558552745183
3583,2924,3.510193380168579
3583,2925,1.4374209898473669
3583,2926,1.0972564982563344
3583,2927,1.1032236251050969
3583,2928,1.8066821424125037
3583,2929,2.7775469540117275
3583,2930,3.164896683346491
3583,2931,3.8701638880164633
3583,2932,4.406137319080038
3583,2933,2.6366073167439916
3583,2934,2.934511120746622
3583,2935,3.065488423136857
3583,2936,3.03161996880039
3583,2937,3.3105717909057293
3583,2938,3.3007583204289492
