source,dest,dist
3583,3103,3.2821432379798594
3583,3104,2.3420973898513755
3583,3105,1.550866221286878
3583,3106,3.651985424830859
3583,3107,2.370359653397846
3583,3108,0.348493206097734
3583,3109,1.7109883332067037
3583,3110,4.78150224268088
3583,3111,3.777948605032951
3583,3112,4.037699183797379
3583,3113,3.2250586807498545
3583,3114,1.1420214204931665
3583,3115,4.49360348929322
3583,3116,2.3289319882138595
3583,3117,2.7382601086296794
3583,3118,4.107820970404841
3583,3119,3.6009236459145724
3583,3120,2.7387136034811643
3583,3121,1.6799165963759923
3583,3122,3.283018497883339
3583,3123,1.1141109411948522
3583,3124,2.2096446658877245
3583,3125,4.773850553514843
3583,3126,2.9155192995442127
3583,3127,0.47815541288521557
3583,3128,3.121593983507987
3583,3129,1.4285332459766593
3583,3130,2.783196582457361
3583,3131,1.8982957149445459
3583,3132,3.834694098677747
3583,3133,3.6559415320610587
3583,3134,3.333227602123279
3583,3135,2.402326682822092
3583,3136,3.015331237790183
3583,3137,2.556332462723623
3583,3138,2.4672424179468
3583,3139,4.312693652440994
3584,3103,3.287592761216442
3584,3104,2.344748285976817
3584,3105,1.5955058849145984
3584,3106,3.6788297550254643
3584,3107,2.3190514616513793
3584,3108,0.2843376638818955
3584,3109,1.6491922942123989
3584,3110,4.796797642265176
3584,3111,3.7962748338196093
3584,3112,4.056775770895484
3584,3113,3.1643063027064695
3584,3114,1.2010246024535907
3584,3115,4.444010514113957
3584,3116,2.2375505430658893
3584,3117,2.6873823054750026
3584,3118,4.136781833997434
3584,3119,3.5728046886163676
3584,3120,2.6497486511171187
3584,3121,1.589236279737907
3584,3122,3.26599799425494
3584,3123,1.0407632064771586
3584,3124,2.142730565556504
3584,3125,4.729691134886802
3584,3126,2.824460171590361
3584,3127,0.565911579353756
3584,3128,3.077637812709052
3584,3129,1.339214049016819
3584,3130,2.7700347123851885
3584,3131,1.8328038712659094
3584,3132,3.8185093923880986
3584,3133,3.624568608988027
