X,Y,Z,Type,Name,street,HouseNumbe,neighborho,Operator,Seats,Activity,fencing,lighting,handicappe,handicap_1,yearOfEsta,condition,Owner,ForSchool,associatio,SportType,Id
34.781854353,31.255918732000104,0,אחר: מתקן ספורט כללי,מרכז האבקות ליד מקיף ג',ליד מקיף ג',0.0,ב',כיוונים,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,הפועל,האבקות,3240
34.8010908420001,31.2546980340001,0,מגרש כדורסל – 19X32 מ',"אולפנת אמי""ת",וינגייט,0.0,ג',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,"אמי""ת",,,3241
34.800717803000104,31.2547297200001,0,אולם ספורט בינוני – 32x19 מ',"אולפנת אמי""ת",וינגייט,0.0,ג',כיוונים,100.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,"אמי""ת",מכבי דרום,התעמלות אומנותית,3242
34.799600818,31.268472263000003,0,מגרש ספורט משולב – 43X32 מ',"אמירים תל""י",קלאוזנר,0.0,ו' הישנה,ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,"אמירים-תל""י",,,3243
34.792487855,31.230942428000002,0,מגרש כדורסל – 19X32 מ',אשלים פנימייה,,0.0,,ניהול עצמי,0.0,,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3244
34.7927853310001,31.2307583480001,0,אולם ספורט קטן – 15x24 מ',אשלים פנימייה,,0.0,,ניהול עצמי,0.0,,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3245
34.7881905400001,31.263957977000103,0,אולם ספורט קטן – 20x10 מ',בית העיוור,שאול המלך,1.0,ו' החדשה,בית העיור,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3246
34.8105820650001,31.2697615970001,0,מגרש ספורט משולב – 43X32 מ',בן גוריון,שד' אורי צבי גרינברג,0.0,רמות,ניהול עצמי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3247
34.810564765,31.2701275,0,אולם ספורט קטן – 15x24 מ',בן גוריון,שד' אורי צבי גרינברג,0.0,רמות,ניהול עצמי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,בן גוריון,כיוונים,חוגים,3248
34.7692214040001,31.256809344,0,מגרש ספורט משולב – 43X32 מ',גבים,חתם סופר,0.0,"יי""א",ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3249
34.7689504210001,31.256482205999998,0,אולם ספורט קטן – 20x10 מ',גבים,חתם סופר,0.0,"יי""א",ניהול עצמי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3250
34.8081219250001,31.2499604230001,0,אולם ספורט קטן – 20x10 מ',דגניה,ז'בוטינסקי,17.0,ג',ניהול עצמי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3251
34.7910298680001,31.262214323000002,0,מגרש כדורסל – 19X32 מ',"חב""ד עוזיאל",בן יאיר,19.0,ד',ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3252
34.7917696740001,31.2620668810001,0,אולם ספורט קטן – 20x10 מ',"חב""ד עוזיאל",בן יאיר,19.0,ד',ניהול עצמי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3253
34.8087092740001,31.253263739,0,מגרש ספורט משולב – 43X32 מ',חזון עובדיה,גוש עציון,13.0,ג',ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3254
34.807976985,31.253308584000003,0,אולם ספורט קטן – 15x24 מ',חזון עובדיה,גוש עציון,13.0,ג',ניהול עצמי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3255
34.8130268090001,31.2551153630001,0,מגרש ספורט משולב – 43X32 מ',טאובל,בן גוריון,0.0,ג',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3256
34.7738895430001,31.263426585,0,מגרש ספורט משולב – 43X32 מ',מאיר,מבצע עובדה,116.0,ו' החדשה,ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3257
34.773899403,31.263952728000003,0,אולם ספורט קטן – 20x10 מ',"בה""ס מאיר",מבצע עובדה,116.0,ו' החדשה,ניהול עצמי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3258
34.790072476999995,31.27298961,0,מגרש ספורט משולב – 43X32 מ',ישיבת בני עקיבא,התלמוד,2.0,ד',ישיבת בני עקיבא,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3259
34.788321901000096,31.263558823,0,מגרש ספורט משולב – 43X32 מ',מצפה,יהודה הלוי,0.0,ד',ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מצפה,,,3260
34.7799193880001,31.257860632000103,0,מגרש ספורט משולב – 43X32 מ',ישיבת אמית,,0.0,,ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ה',,,3261
34.779875968000106,31.257464643000002,0,אולם ספורט גדול - 45X24 מ',מקיף ה',,0.0,,כיוונים,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ה',"אליצור, הפועל ובית""ר","כדורסל, סייף וטנ""ש",3262
34.773248757,31.2475924760001,0,אולם ספורט גדול - 45X24 מ',מקיף ו',בית אל,0.0,ט',כיוונים,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ו',"כיוונים, ליגה למקומות עבודה",כללי,3263
34.7660024750001,31.2603353040001,0,מגרש פטאנק או כדורת דשא,"מתנ""ס יא'",מרדכי נמיר,11.0,יא',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3264
34.765502155,31.260266066,0,מגרש מיני פיץ',"מתנ""ס יא'",מרדכי נמיר,11.0,יא',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3265
34.794553975999996,31.2705715600001,0,מגרש כדורסל – 19X32 מ',יוסף קארו,אברהם אבינו,15.0,ד',ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3266
34.780735862,31.271302715999997,0,מגרש ספורט משולב – 43X32 מ',מכללת קיי,יהודה הלוי,0.0,ו' החדשה,מכללת קיי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3267
34.780200635,31.270993676,0,אולם ספורט בינוני – 32x19 מ',מכללת קיי,יהודה הלוי,0.0,ו' החדשה,מכללת קיי,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3268
34.8002149390001,31.252473181,0,אולם ספורט בינוני – 32x19 מ',מקיף א',דרך השלום,15.0,ג',כיוונים,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף א',"ניקה,מכבי, כיוונים","ריקודים, כדורסל, נכים",3269
34.7724636660001,31.248214409000102,0,מגרש ספורט משולב – 43X32 מ',מקיף ו',בית אל,0.0,ט',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ו',,,3270
34.7884995420001,31.2595936390001,0,מגרש פטאנק או כדורת דשא,פטאנק שלנו,יהודה הלוי,0.0,,כיוונים,0.0,בתיאום בלבד,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3271
34.7882034420001,31.257684899999997,0,,יסודות,מנדלסון משה,40.0,ב',ניהול עצמי,0.0,פתוח ללא הגבלה,קיים גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3272
34.8016822660001,31.252804155,0,מגרש ספורט משולב – 43X32 מ',מקיף א',דרך השלום,15.0,ג',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף א',,,3273
34.782196608,31.2562447280001,0,מגרש ספורט משולב – 43X32 מ',מקיף ג',דרך שמשון,1.0,ב',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ג',,,3274
34.773251077000104,31.248361377,0,אולם ספורט בינוני – 32x19 מ',מקיף ו',בית אל,0.0,ט',כיוונים,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,מקיף ו',,,3275
34.7551264890001,31.254690171,0,אולם ספורט בינוני – 32x19 מ',טכני,אילן רמון,0.0,,טכני,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3276
34.7548631650001,31.253740152,0,מגרש ספורט משולב – 43X32 מ',טכני,אילן רמון,0.0,,טכני,0.0,בתיאום בלבד,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3277
34.782566925,31.243907893000003,0,מגרש משולב כדורסל וקטרגל,"מתחם רמב""ם","כיכר רמב""ם",0.0,"רמב""ם",כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,משולב כדורסל וקטרגל,3278
34.814094506000096,31.271109691,0,רמות שלמה בן יוסף,רמות שלמה בן יוסף,שלמה בן יוסף,0.0,,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3279
34.809935889,31.275402518000103,0,גן כרמל - רמות,גן כרמל - רמות,רמות,0.0,רמות,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3280
34.782306743,31.24738081,0,כדוסל,גן מרדכי,שכונה ג',0.0,ה' הישנה,כיוונים,0.0,פתוח ללא הגבלה,,כן,,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,קטרגל,3281
34.789852178000004,31.261553803,0,מגרש קט רגל רבי עקיבא (המכתש),מגרש רבי עקיבא,שכונה ד' - בר גיורא/רבי עקעבא,0.0,ד',כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,אין תאורה,אין נגישות לנכים,חניה קיימת,,תקין ופעיל,כיוונים באר שבע,,לא,קטרגל,3282
34.784099231,31.251810263000003,0,קטרגל,מרבד הקסמים,שכונה ה',0.0,ה' הישנה,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,קטרגל,3283
34.804064806,31.248052778,0,קט רגל,גאולים,שכונה ה',0.0,,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,קט רגל,3284
34.7800776930001,31.240553734000102,0,נווה זאב,י.ל פרץ,נווה זאב י.ל.פרץ,0.0,נווה זאב,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,כדורסל,3285
34.7717173520001,31.240703927,0,כדורסל,רח'  רונאל,נווהזאב,0.0,נווה זאב,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3286
34.773402761999996,31.235708233,0,כדורסל,פיברג,נווה זאב,0.0,נווה זאב,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,כדורסל,3287
34.777828051,31.23543091,0,נווה זאב,נווה זאב,פארק כיכר הטנק,0.0,,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,קיימת תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3288
34.803368936,31.2781312480001,0,מתקן פתוח לכושר גופני,רמות,פבלו,0.0,רמות,כיוונים,0.0,פתוח ללא הגבלה,אין גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3289
34.773422569000005,31.259946239,0,מתקן פתוח לכושר גופני,פארק האוסטרלי,שכונה ו' החדשה,0.0,ו' החדשה,כיוונים,0.0,פתוח ללא הגבלה,אין גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3290
34.791310423,31.254311801,0,מתקן פתוח לכושר גופני,שכונה ב,ביאליק- ליד קולנוע חן,0.0,ב',כיוונים,0.0,פתוח ללא הגבלה,אין גידור,אין תאורה,נגיש לנכים,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3291
34.8030342440001,31.2545510250001,0,קט רגל,גולומב,רחוב גולומב- שכונה ג',0.0,,כיוונים,0.0,פתוח ללא הגבלה,קיים גידור,כן,,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,לא,כדורגל,3292
34.7978481660001,31.278995108000103,0,כדורסל,,טדסקי גד,0.0,רמות,כיוונים,0.0,כן,כן,אין,,כן,,,,,,,3293
34.826208212,31.272674787,0,,"שצ""פ מגרש קטרגל",,0.0,,,0.0,,,,,,,,,,,,3294
34.8028537640001,31.2563287990001,0,קט רגל וינגייט,,וינגייט,0.0,ג,כיוונים,0.0,,,כן,,,,טוב מאוד,,,לא,,3295
34.812641735999996,31.256021112,0,גלגיליות,טאובל,,0.0,ג,,0.0,,כן,,,,,,חברת כיוונים,,לא,,3296
34.808439578000005,31.2576022800001,0,משולב כדורסל וקט רגל,חנה סנש,,0.0,,,0.0,,כן,,,,,,כיוונים,,לא,כדורסל וקט רגל,3297
34.782515931,31.248795882,0,משולב כדורסל וכדורגל,חוגלה,חוגלה,0.0,ה' הישנה,כיוונים,0.0,,,כן,,,,טוב מאוד,,,לא,כדורסל וקטרגל,3298
34.7762973710001,31.255968571,0,קט רגל,יעלים,יעלים,94.0,ה' הישנה,כיוונים,0.0,,כן,כן,,,,טוב מאוד,כיוונים,,לא,קטרגל,3299
34.790852289,31.269356577000103,0,מגרש כדורגל נירים 70X35 (קטן),נירים,,0.0,ד',כיוונים,0.0,בתיאום מראש עם עם מאיר בוסקילה,,כן,כן,,,פעיל ותקין,,,קהילה וכיוונים,כדורגל,3300
34.7778373020001,31.272036304,0,אולם ספורט רב תכליתי,הקונכיה,הצדיק מירושלים,1.0,נחל עשן,כיוונים,3000.0,בתיאום מראש,מבנה סגור,כן,כן,כן,2014.0,תקין ופעיל,כיוונים,,הפועל כדורסל ומכבי כדוריד,אולם רב תכליתי,3301
34.7619063770001,31.2636576030001,0,פארק כושר,טוביהו,,0.0,נחל עשן,כיוונים,0.0,תקין ופעיל,,לא,כן,,,תקין ופעיל,,,לא,פאר כושר,3302
34.762068027000105,31.263306898000103,0,פארק כושר,מקיף טוביהו,,0.0,נחל עשן,כיוונים,0.0,תקין ופעיל,כן,לא,לא,,,תקין ופעיל,,,לא,פארק כושר,3303
34.7647927510001,31.2469901800001,0,משולב 2 מדרשי כדורסל וקטרגל,"שצ""פ נאות לון",שמחה הוצברג,0.0,נאות לון,כיוונים,0.0,תקין ופעיל,,כן,כן,,,תקין ופעיל,,,פתוח,כדורסלוקטרגל,3304
34.779018627,31.257854691,0,מינץ,מינץ,שכונה ה',0.0,,כיוונים,0.0,פתוח ללא הגבלה,,,,חניה קיימת,,תקין ופעיל,עיריית באר שבע,,,,3305
34.7891132780001,31.2463702260001,0,כושר גופני,פארק כושר סוקולוב,,0.0,א',כיוונים,0.0,פעיל,,לא,,,2014.0,3 מתקנים הוסרו עקב ליקויים,,,לא,כושר,3306
34.7679471330001,31.2555182930001,0,מגרש קטרגל,"שצ""פ חתם סופר",חתם סופר,0.0,"י""א",כיוונים,0.0,פעיל,,לא,,,,פעיל,,,לא,קטרגל,3307
34.7778753900001,31.224724295999998,0,כושר גופני,פארק כושר נחל בקע,הצנחנים,0.0,נחל בקע,כיוונים,0.0,פעיל,,לא,,,,פעיל,,,לא,כושר,3308
34.765037647,31.228318752000103,0,מגרש משולב- קט רגל וכדורסל,פלח 7,ינשוף,0.0,פלח 7,כיוונים,0.0,כן,כן,כן,כן,,,,,,,,3309
34.797805414,31.2790856240001,0,קט רגל,גד טדסקי,גד טדסקי,0.0,רמות,כיוונים,0.0,כן,כן,לא,כן,,,תקין,,,,,3310
34.7771340200001,31.2430676160001,0,פארק כושר,ג'ו אלון,ג'ו אלון,0.0,שכונה ט',כן,0.0,כן,לא,לא,כן,כן,,תקין,כיוונים,,,,3311
34.798661638000105,31.266989002000102,0,מתקן אימון כושר גופני,גן סיאטל,רגר- פינת רינגלבלום,0.0,שכ' ו' הישנה,כיוונים,0.0,כן,לא,כן,כן,,,,,,,,3312
34.809596791,31.2564487490001,0,מתקן אימון כושר גופני,וינגייט,וינגיט פינת חנה סנש,0.0,שכונה ג',כיוונים,0.0,כן,לא,לא,,,,תקין,,,,,3313
34.7956865680001,31.245501300999997,0,מתקן אימון כושר גופני,גן הראשונים,רגר פינת ויימצן,0.0,שכונה א',כיוונים,0.0,,,,,,,,,,,,3314
34.785027123000106,31.231064001,0,מתקן כושר אימון גופני,גן אפרסמון נווה נוי,אפרסמון,0.0,נווה נוי,כיוונים,0.0,,,,,,,,,,,,3315
34.763414359,31.242692064,0,מתקן אימון כושר גופני,יצחק ולבר,יצחק ולבר,0.0,נאות לון,כיוונים,0.0,כן,לא,כן,,,,,,,,,3316
34.7648255290001,31.268226199999997,0,מתקן אימון כושר גופני,רבקה,רבקה,0.0,נחל עשן,כיוונים,0.0,,,,,,,,,,,,3317
34.8112135920001,31.259607209000002,0,מתקן אימון כושר גופני,פארק מרמלדה,שד' בן גוריון,0.0,שכונה ג',כיוונים,0.0,כן,כן,כן,,כן,,,,,,,3318
34.7706174910001,31.247720626,0,"שצ""פ כדורסל יחיד",עין גדי,,0.0,ט',כיוונים,0.0,כן,כן,כן,כן,כן,2016.0,תקין,כיוונים,,,,3319
